image_path,filename,acne,blackheads,dark spots,dryness,normal,oily,pores,wrinkles
data/raw_images/dataset\acne\acne-face_f_500x250_jpg.rf.d20aae56be449df2ff166f114289e309.jpg,acne-face_f_500x250_jpg.rf.d20aae56be449df2ff166f114289e309.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-infantile-10_jpg.rf.afa394001ef55d144480e656431939a9.jpg,acne-infantile-10_jpg.rf.afa394001ef55d144480e656431939a9.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-infantile-13_jpg.rf.18d2dbf0212a6d657a58f74b984d5e68.jpg,acne-infantile-13_jpg.rf.18d2dbf0212a6d657a58f74b984d5e68.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-infantile-14_jpg.rf.992080aa8bcd1ffd2d08f035e30e3ee1.jpg,acne-infantile-14_jpg.rf.992080aa8bcd1ffd2d08f035e30e3ee1.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-infantile-16_jpg.rf.adef1755d22bef9d39bf1a2acc9c00ba.jpg,acne-infantile-16_jpg.rf.adef1755d22bef9d39bf1a2acc9c00ba.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-infantile-1_jpg.rf.964cd27869e56ed96d988186899cbb88.jpg,acne-infantile-1_jpg.rf.964cd27869e56ed96d988186899cbb88.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-infantile-3_jpg.rf.6e6370cb2216553e222d9c85d22ed980.jpg,acne-infantile-3_jpg.rf.6e6370cb2216553e222d9c85d22ed980.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-infantile-6_jpg.rf.2e2c654e67915bee8c79081a4fbd99b1.jpg,acne-infantile-6_jpg.rf.2e2c654e67915bee8c79081a4fbd99b1.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-infantile-7_jpg.rf.f58d11897e04283cb97f7ca19386f882.jpg,acne-infantile-7_jpg.rf.f58d11897e04283cb97f7ca19386f882.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-mechanica-1_jpg.rf.ebf9606d2e78b5cc31a8a1ce208ec022.jpg,acne-mechanica-1_jpg.rf.ebf9606d2e78b5cc31a8a1ce208ec022.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-17_jpg.rf.3ad83cf9039f22c338b7793445609489.jpg,acne-open-comedo-17_jpg.rf.3ad83cf9039f22c338b7793445609489.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-19_jpg.rf.dd155aef059a3f1fdcb42b992b327cf2.jpg,acne-open-comedo-19_jpg.rf.dd155aef059a3f1fdcb42b992b327cf2.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-1_jpg.rf.5949813a5a5c4ecb6af082a743bb7b7e.jpg,acne-open-comedo-1_jpg.rf.5949813a5a5c4ecb6af082a743bb7b7e.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-20_jpg.rf.943284601fde2b5179df5857b6d72756.jpg,acne-open-comedo-20_jpg.rf.943284601fde2b5179df5857b6d72756.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-21_jpg.rf.1315909317dd13a2349f102b93244c7c.jpg,acne-open-comedo-21_jpg.rf.1315909317dd13a2349f102b93244c7c.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-22_jpg.rf.ee34447a3438c306ae1ed5a77b16c3a0.jpg,acne-open-comedo-22_jpg.rf.ee34447a3438c306ae1ed5a77b16c3a0.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-23_jpg.rf.955f08a386e1347c8f9fa28afc3d001b.jpg,acne-open-comedo-23_jpg.rf.955f08a386e1347c8f9fa28afc3d001b.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-24_jpg.rf.596c8b18194d237f414a8ca30622dac2.jpg,acne-open-comedo-24_jpg.rf.596c8b18194d237f414a8ca30622dac2.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-27_jpg.rf.2bc5de31370f291775b779a4211288a1.jpg,acne-open-comedo-27_jpg.rf.2bc5de31370f291775b779a4211288a1.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-28_jpg.rf.8a0c43506b28f035aaea2dd2ff8a6277.jpg,acne-open-comedo-28_jpg.rf.8a0c43506b28f035aaea2dd2ff8a6277.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-2_jpg.rf.7cacc706d9ea98688e3387efcf6afff2.jpg,acne-open-comedo-2_jpg.rf.7cacc706d9ea98688e3387efcf6afff2.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-32_jpg.rf.4edd74cf65008ac68e7f338d3b41577f.jpg,acne-open-comedo-32_jpg.rf.4edd74cf65008ac68e7f338d3b41577f.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-34_jpg.rf.31b9f07e778622f124446f510632bbe2.jpg,acne-open-comedo-34_jpg.rf.31b9f07e778622f124446f510632bbe2.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-37_jpg.rf.b8bdcac9118041b0831d4d39cb29f9c5.jpg,acne-open-comedo-37_jpg.rf.b8bdcac9118041b0831d4d39cb29f9c5.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-38_jpg.rf.6ecd13761247c0cdcc5a28fab55e694e.jpg,acne-open-comedo-38_jpg.rf.6ecd13761247c0cdcc5a28fab55e694e.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-3_jpg.rf.536ea3ab42c255be820eb6c83a0381e0.jpg,acne-open-comedo-3_jpg.rf.536ea3ab42c255be820eb6c83a0381e0.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-40_jpg.rf.dc5813c5137ad676f7567c766e394bcb.jpg,acne-open-comedo-40_jpg.rf.dc5813c5137ad676f7567c766e394bcb.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-41_jpg.rf.b5e642e901aea79910e2abef7f2f0ea4.jpg,acne-open-comedo-41_jpg.rf.b5e642e901aea79910e2abef7f2f0ea4.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-43_jpg.rf.0e82bca54357c3ffe4ca2ce1bfd1dab5.jpg,acne-open-comedo-43_jpg.rf.0e82bca54357c3ffe4ca2ce1bfd1dab5.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-44_jpg.rf.6e65d0a5d6431aed5c263cc61c4b5c65.jpg,acne-open-comedo-44_jpg.rf.6e65d0a5d6431aed5c263cc61c4b5c65.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-4_jpg.rf.02e97e7cb00fa11b3b9742fae5ef9685.jpg,acne-open-comedo-4_jpg.rf.02e97e7cb00fa11b3b9742fae5ef9685.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-50_jpg.rf.2dc216cae953398bf1e9eaef659d973e.jpg,acne-open-comedo-50_jpg.rf.2dc216cae953398bf1e9eaef659d973e.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-51_jpg.rf.2907b9f04e4e609171d592393d541037.jpg,acne-open-comedo-51_jpg.rf.2907b9f04e4e609171d592393d541037.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-57_jpg.rf.9d8d5b202893da646dff416bae00aae9.jpg,acne-open-comedo-57_jpg.rf.9d8d5b202893da646dff416bae00aae9.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-59_jpg.rf.3fb4941b1d59113d1b4287889c00afef.jpg,acne-open-comedo-59_jpg.rf.3fb4941b1d59113d1b4287889c00afef.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-61_jpg.rf.bc6bf4330efd3ecbad2731abe65e6bcf.jpg,acne-open-comedo-61_jpg.rf.bc6bf4330efd3ecbad2731abe65e6bcf.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-63_jpg.rf.d5d1b530f29ae1febc66c93997f842f9.jpg,acne-open-comedo-63_jpg.rf.d5d1b530f29ae1febc66c93997f842f9.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-64_jpg.rf.db76f520061f87910d8fae253a13301a.jpg,acne-open-comedo-64_jpg.rf.db76f520061f87910d8fae253a13301a.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-65_jpg.rf.61139fd5c3ab91ff42275969a355698d.jpg,acne-open-comedo-65_jpg.rf.61139fd5c3ab91ff42275969a355698d.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-68_jpg.rf.060dadca4ed4825af33e835a94861f7f.jpg,acne-open-comedo-68_jpg.rf.060dadca4ed4825af33e835a94861f7f.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-69_jpg.rf.c385dc7f49099b5cdf7923596d8b1c72.jpg,acne-open-comedo-69_jpg.rf.c385dc7f49099b5cdf7923596d8b1c72.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-70_jpg.rf.2d874fe495f8e8151ffaa41af8bb2aaf.jpg,acne-open-comedo-70_jpg.rf.2d874fe495f8e8151ffaa41af8bb2aaf.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-71_jpg.rf.96d6e6fe4ebd13f63782a80a74ac467e.jpg,acne-open-comedo-71_jpg.rf.96d6e6fe4ebd13f63782a80a74ac467e.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-open-comedo-72_jpg.rf.a914e0f861b6aafe4aea9511c8cdc5ad.jpg,acne-open-comedo-72_jpg.rf.a914e0f861b6aafe4aea9511c8cdc5ad.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-10_jpg.rf.14ce77a2b9fea462da20226793961db8.jpg,acne-pustular-10_jpg.rf.14ce77a2b9fea462da20226793961db8.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-13_jpg.rf.c0d2a5a4e5f8d679b7334413533329f7.jpg,acne-pustular-13_jpg.rf.c0d2a5a4e5f8d679b7334413533329f7.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-15_jpg.rf.47bb99983ca035e59f4d7f5353919b37.jpg,acne-pustular-15_jpg.rf.47bb99983ca035e59f4d7f5353919b37.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-17_jpg.rf.02e9b07b9989cbaebd0e15a23768bbd4.jpg,acne-pustular-17_jpg.rf.02e9b07b9989cbaebd0e15a23768bbd4.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-1_jpg.rf.b367536d4460b1db8956db0b583d395f.jpg,acne-pustular-1_jpg.rf.b367536d4460b1db8956db0b583d395f.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-20_jpg.rf.1a739b8d88b055072a10f54b1229dd37.jpg,acne-pustular-20_jpg.rf.1a739b8d88b055072a10f54b1229dd37.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-21_jpg.rf.8416c30f861821f170ffeea86821c7b4.jpg,acne-pustular-21_jpg.rf.8416c30f861821f170ffeea86821c7b4.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-23_jpg.rf.278a24abf3437d77aeddc44488f71564.jpg,acne-pustular-23_jpg.rf.278a24abf3437d77aeddc44488f71564.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-24_jpg.rf.10abf123e9b28f6efd0aeebc9a02b797.jpg,acne-pustular-24_jpg.rf.10abf123e9b28f6efd0aeebc9a02b797.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-25_jpg.rf.0a8865e85fa89d4e1dc57282203edb2d.jpg,acne-pustular-25_jpg.rf.0a8865e85fa89d4e1dc57282203edb2d.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-26_jpg.rf.955985a28e7b362a697aa58394b06940.jpg,acne-pustular-26_jpg.rf.955985a28e7b362a697aa58394b06940.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-27_jpg.rf.ce493b8e560e237d63e24b20acc101eb.jpg,acne-pustular-27_jpg.rf.ce493b8e560e237d63e24b20acc101eb.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-28_jpg.rf.c748df2875d4376ec2b16bfc0db7ce0f.jpg,acne-pustular-28_jpg.rf.c748df2875d4376ec2b16bfc0db7ce0f.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-28_jpg.rf.f2211747d6fe90d3d7101bf4c0e09a7e.jpg,acne-pustular-28_jpg.rf.f2211747d6fe90d3d7101bf4c0e09a7e.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-29_jpg.rf.7c02c679eb685cc4495eb2428ca2075f.jpg,acne-pustular-29_jpg.rf.7c02c679eb685cc4495eb2428ca2075f.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-30_jpg.rf.e18681e505ba112856e1bbcac13f97bf.jpg,acne-pustular-30_jpg.rf.e18681e505ba112856e1bbcac13f97bf.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-31_jpg.rf.a9c3b1ed169eddf73032faeefc870c88.jpg,acne-pustular-31_jpg.rf.a9c3b1ed169eddf73032faeefc870c88.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-32_jpg.rf.3a59a34918caa5eb7c5a5b01395b078c.jpg,acne-pustular-32_jpg.rf.3a59a34918caa5eb7c5a5b01395b078c.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-33_jpg.rf.abae8094a1b9b9d92792e112d22be39a.jpg,acne-pustular-33_jpg.rf.abae8094a1b9b9d92792e112d22be39a.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-35_jpg.rf.8a78d1ad9cc1544c95d6d645058d20a1.jpg,acne-pustular-35_jpg.rf.8a78d1ad9cc1544c95d6d645058d20a1.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-36_jpg.rf.01288edcef63a8994aacda5de5b4436e.jpg,acne-pustular-36_jpg.rf.01288edcef63a8994aacda5de5b4436e.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-37_jpg.rf.bfd0e8618a16589b087eda1155d6c5bf.jpg,acne-pustular-37_jpg.rf.bfd0e8618a16589b087eda1155d6c5bf.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-38_jpg.rf.422e255860b03bc1918e9de5ba57165d.jpg,acne-pustular-38_jpg.rf.422e255860b03bc1918e9de5ba57165d.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-39_jpg.rf.f06ded0bca7b21e8428870bcafbbc6f8.jpg,acne-pustular-39_jpg.rf.f06ded0bca7b21e8428870bcafbbc6f8.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-39_jpg.rf.f17c01b09d19a5b4a6a768292ad6c060.jpg,acne-pustular-39_jpg.rf.f17c01b09d19a5b4a6a768292ad6c060.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-40_jpg.rf.3b4bb40099ef6979943c41b37875b32b.jpg,acne-pustular-40_jpg.rf.3b4bb40099ef6979943c41b37875b32b.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-41_jpg.rf.640a38ffd30064e2daa998e3033eb139.jpg,acne-pustular-41_jpg.rf.640a38ffd30064e2daa998e3033eb139.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-42_jpg.rf.286ca20de892f1ed3b3e34396336d2b9.jpg,acne-pustular-42_jpg.rf.286ca20de892f1ed3b3e34396336d2b9.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-43_jpg.rf.d59a3d3b13c96c35703cdcd286ca1048.jpg,acne-pustular-43_jpg.rf.d59a3d3b13c96c35703cdcd286ca1048.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-44_jpg.rf.766dbd403023b79eecec240b6047b563.jpg,acne-pustular-44_jpg.rf.766dbd403023b79eecec240b6047b563.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-45_jpg.rf.26b5ab1d765e0e7501fa362dbf196cb1.jpg,acne-pustular-45_jpg.rf.26b5ab1d765e0e7501fa362dbf196cb1.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-46_jpg.rf.7e7deae06f7af8f33d23639aff0ad44c.jpg,acne-pustular-46_jpg.rf.7e7deae06f7af8f33d23639aff0ad44c.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-47_jpg.rf.5e17857e25b4a8640643c98ef00d8327.jpg,acne-pustular-47_jpg.rf.5e17857e25b4a8640643c98ef00d8327.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-48_jpg.rf.01f8c459dd820381dc2600dbfec45a27.jpg,acne-pustular-48_jpg.rf.01f8c459dd820381dc2600dbfec45a27.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-49_jpg.rf.074cbffd9bb87b7ab1682690a8089b47.jpg,acne-pustular-49_jpg.rf.074cbffd9bb87b7ab1682690a8089b47.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-50_jpg.rf.08fd28320490694265b799c7d658282d.jpg,acne-pustular-50_jpg.rf.08fd28320490694265b799c7d658282d.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-51_jpg.rf.da25d4198ee8a0c82c8b1a23dbac9bc9.jpg,acne-pustular-51_jpg.rf.da25d4198ee8a0c82c8b1a23dbac9bc9.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-52_jpg.rf.d11c73546790ce0919070a40807c668b.jpg,acne-pustular-52_jpg.rf.d11c73546790ce0919070a40807c668b.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-53_jpg.rf.e5e8565c1f6a62ff025d162837cf0dce.jpg,acne-pustular-53_jpg.rf.e5e8565c1f6a62ff025d162837cf0dce.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-54_jpg.rf.fac1af3b3a8cf1d0af0deef7261fee30.jpg,acne-pustular-54_jpg.rf.fac1af3b3a8cf1d0af0deef7261fee30.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-55_jpg.rf.4fd1db14597ab8a9d6930450f92c886b.jpg,acne-pustular-55_jpg.rf.4fd1db14597ab8a9d6930450f92c886b.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-56_jpg.rf.07fb5ec9d54d337580fd73c5f68550cd.jpg,acne-pustular-56_jpg.rf.07fb5ec9d54d337580fd73c5f68550cd.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-57_jpg.rf.856cd2de0a7d4ef6f68e343cf25c5eea.jpg,acne-pustular-57_jpg.rf.856cd2de0a7d4ef6f68e343cf25c5eea.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-58_jpg.rf.e0af4eb4551041c6bdcae0ac7df971e6.jpg,acne-pustular-58_jpg.rf.e0af4eb4551041c6bdcae0ac7df971e6.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-5_jpg.rf.145bdf053be49ccaa2cbe06de8a20994.jpg,acne-pustular-5_jpg.rf.145bdf053be49ccaa2cbe06de8a20994.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-60_jpg.rf.63d0eea695aa51cf16a245f870e71cd4.jpg,acne-pustular-60_jpg.rf.63d0eea695aa51cf16a245f870e71cd4.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-61_jpg.rf.babd55c949ceb6ddadf3d2b17bf41a00.jpg,acne-pustular-61_jpg.rf.babd55c949ceb6ddadf3d2b17bf41a00.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-62_jpg.rf.ff90ed56981b08abbb535ccdae512ef3.jpg,acne-pustular-62_jpg.rf.ff90ed56981b08abbb535ccdae512ef3.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-63_jpg.rf.c6bccbf8f91814ed66fcdaece8b6700f.jpg,acne-pustular-63_jpg.rf.c6bccbf8f91814ed66fcdaece8b6700f.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-64_jpg.rf.57a14e5b57e124fbb632459171867e59.jpg,acne-pustular-64_jpg.rf.57a14e5b57e124fbb632459171867e59.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-66_jpg.rf.1c9ea443cb0647096eb2a263380b1c1e.jpg,acne-pustular-66_jpg.rf.1c9ea443cb0647096eb2a263380b1c1e.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-67_jpg.rf.efa3ae4dad336b4d2ff35a9a392ac8d2.jpg,acne-pustular-67_jpg.rf.efa3ae4dad336b4d2ff35a9a392ac8d2.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-68_jpg.rf.e3fed101d8f5d8eea19d51b48f371238.jpg,acne-pustular-68_jpg.rf.e3fed101d8f5d8eea19d51b48f371238.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-69_jpg.rf.a1bd5150d49b5462c51700bcc4cbd324.jpg,acne-pustular-69_jpg.rf.a1bd5150d49b5462c51700bcc4cbd324.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-70_jpg.rf.5d6cb294b452f7f0beb29f93d8fd8acb.jpg,acne-pustular-70_jpg.rf.5d6cb294b452f7f0beb29f93d8fd8acb.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-71_jpg.rf.725176c36ace08b03cb0c98dac049246.jpg,acne-pustular-71_jpg.rf.725176c36ace08b03cb0c98dac049246.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-72_jpg.rf.bcb643c8761d67f12112a1b7ab2b1fce.jpg,acne-pustular-72_jpg.rf.bcb643c8761d67f12112a1b7ab2b1fce.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-73_jpg.rf.14e2f6224bdf8ea26db37b61be7cd3ee.jpg,acne-pustular-73_jpg.rf.14e2f6224bdf8ea26db37b61be7cd3ee.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-74_jpg.rf.cb8cc07ac71a3ac0b2334ad2e83ee8be.jpg,acne-pustular-74_jpg.rf.cb8cc07ac71a3ac0b2334ad2e83ee8be.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustular-9_jpg.rf.5644aa0a46db93a0c5e5bdcf84797ee8.jpg,acne-pustular-9_jpg.rf.5644aa0a46db93a0c5e5bdcf84797ee8.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-pustulesandpapules-1593x2048_jpg.rf.fe655e97361e59659409d1dfd80c8ed9.jpg,acne-pustulesandpapules-1593x2048_jpg.rf.fe655e97361e59659409d1dfd80c8ed9.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-rosacea-1024x967_jpg.rf.42ece3ba4f7d47727d89ecd9fcb52155.jpg,acne-rosacea-1024x967_jpg.rf.42ece3ba4f7d47727d89ecd9fcb52155.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-scar-3_jpg.rf.b9cd95221c1c0d279a010b7a46dd2c92.jpg,acne-scar-3_jpg.rf.b9cd95221c1c0d279a010b7a46dd2c92.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-scar-4_jpg.rf.fe62a9b47530257534460d7ca4359d32.jpg,acne-scar-4_jpg.rf.fe62a9b47530257534460d7ca4359d32.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-scar-8_jpg.rf.ad0c478698e4a6515a44945297b7226c.jpg,acne-scar-8_jpg.rf.ad0c478698e4a6515a44945297b7226c.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-scar-9_jpg.rf.e77c291c7d5b27773b0fe4ea6e7abe7a.jpg,acne-scar-9_jpg.rf.e77c291c7d5b27773b0fe4ea6e7abe7a.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-scar-rfmicroneedling-smoothbeam-vbeam-4500-18yo-caucasian-female-obliqueview2-after-6treatments-new-jersey_png.rf.2a5744edc5603a477d26c08a0b97f69c.jpg,acne-scar-rfmicroneedling-smoothbeam-vbeam-4500-18yo-caucasian-female-obliqueview2-after-6treatments-new-jersey_png.rf.2a5744edc5603a477d26c08a0b97f69c.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-treatment-02_jpg.rf.873e0e4dc35e250c29c859675f53a242.jpg,acne-treatment-02_jpg.rf.873e0e4dc35e250c29c859675f53a242.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-visual-dictionary-s11-severe-nodulocystic-acne_jpg.rf.63effb7a3e223931b74dd8912ddcf453.jpg,acne-visual-dictionary-s11-severe-nodulocystic-acne_jpg.rf.63effb7a3e223931b74dd8912ddcf453.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne-vulgaris-pictures-61_jpg.rf.1bc1fa46b79a8570149e0e48bbcfa5d7.jpg,acne-vulgaris-pictures-61_jpg.rf.1bc1fa46b79a8570149e0e48bbcfa5d7.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne02bf-21-Copy_jpg.rf.88573256ac7b25e98d80f498b270d5f2.jpg,acne02bf-21-Copy_jpg.rf.88573256ac7b25e98d80f498b270d5f2.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acnemi01b580b8_1414229-860x573_jpg.rf.63bee1cb7f59f89c7ce6e05b24e5fe1a.jpg,acnemi01b580b8_1414229-860x573_jpg.rf.63bee1cb7f59f89c7ce6e05b24e5fe1a.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acnescar-face_right-1080-110-Copy_png.rf.847b3cf4bb47c54f69a8eb585708bd23.jpg,acnescar-face_right-1080-110-Copy_png.rf.847b3cf4bb47c54f69a8eb585708bd23.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne_0001_10731602084e470e78b7dfe-21-Copy_jpg.rf.3605ace99d51bec3f985595adb27e07c.jpg,acne_0001_10731602084e470e78b7dfe-21-Copy_jpg.rf.3605ace99d51bec3f985595adb27e07c.jpg,1,0,0,0,0,0,0,0
data/raw_images/dataset\acne\acne_jpg.rf.9e9801063ab7e941039cf40ebbcae32c.jpg,acne_jpg.rf.9e9801063ab7e941039cf40ebbcae32c.jpg,1,0,0,0,0,0,0,0
